DateUpload,Title,Mail,MailSent,LongW,LatN,Comments,ID,AuthorKey,MosquitoSpecies,HostRichness,BloodengorgedMosquitoes,Landscape,BloodSource1,BloodSource2,BloodSource3,BloodSource4,BloodSource5,BloodSource6,BloodSource7,BloodSource8,BloodSource9,BloodSource10,BloodSource11,BloodSource12,BloodSource13,BloodSource14,BloodSource15,BloodSource16,BloodSource17,BloodSource18,BloodSource19,BloodSource20,BloodSource21,BloodSource22,BloodSource23,BloodSource24,BloodSource25,BloodSource26,BloodSource27,BloodSource28,BloodSource29,BloodSource30,BloodSource31,BloodSource32,BloodSource33,BloodSource34,BloodSource35,BloodSource36,BloodSource37,BloodSource38,BloodSource39,BloodSource40,BloodSource41,BloodSource42,BloodSource43,BloodSource44,BloodSource45,BloodSource46,BloodSource47,BloodSource48,BloodSource49,BloodSource50,BloodSource51,BloodSource52,BloodSource53,BloodSource54,BloodSource55,BloodSource56,Mammalia,Aves,Amphibia,Reptilia
29.09.2020,Host-feeding_patterns_of_Aedes_albopictus_(Diptera:_Culicidae)_in_relation_to_availability_of_human_and_domestic_animals_in_suburban_landscapes_of_central_North_Carolina,charles_apperson@ncsu.edu,no,-76.6000000,35.8000000,NA,5,Richards2006,Culex_restuans,12,183,disturbed,Frog,Turtle,Bird,Homo_sapiens_sapiens,Canis_lupus_familiaris,Felis_silvestris_catus,Odocoileus_virginianus,Equus_ferus_caballus,Sylvilagus_floridanus,Sciurus_carolinensis,Procyon_lotor,Didelphis_virginiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,1
29.09.2020,Host-feeding_patterns_of_Aedes_albopictus_(Diptera:_Culicidae)_in_relation_to_availability_of_human_and_domestic_animals_in_suburban_landscapes_of_central_North_Carolina,charles_apperson@ncsu.edu,no,-76.6000000,35.8000000,NA,5,Richards2006,Psorophora_ferox,9,62,disturbed,Bird,Homo_sapiens_sapiens,Canis_lupus_familiaris,Felis_silvestris_catus,Odocoileus_virginianus,Sylvilagus_floridanus,Sciurus_carolinensis,Procyon_lotor,Didelphis_virginiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0,0
29.09.2020,Mosquito-host_interactions_during_and_after_an_outbreak_of_equine_viral_encephalitis_in_eastern_Panama,millerma@si.edu,si,-77.9406670,8.3611670,NA,6,Navia-Gine2013,Anopheles_apicimacula,1,1,wild,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
29.09.2020,Mosquito-host_interactions_during_and_after_an_outbreak_of_equine_viral_encephalitis_in_eastern_Panama,millerma@si.edu,si,-77.9406670,8.3611670,NA,6,Navia-Gine2013,Anopheles_punctimacula,1,1,wild,Bos_taurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
29.09.2020,Mosquito-host_interactions_during_and_after_an_outbreak_of_equine_viral_encephalitis_in_eastern_Panama,millerma@si.edu,si,-77.9406670,8.3611670,NA,6,Navia-Gine2013,Coquillettidia_venezuelensis,9,212,wild,Sus_scrofa,Equus_ferus_caballus,Bos_taurus,Homo_sapiens,Gallus_gallus,Dasypus_novemcinctus,Ortalis_cinereiceps,Aramides_cajanea,Metachirus_nudicaudatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0,0
29.09.2020,Mosquito-host_interactions_during_and_after_an_outbreak_of_equine_viral_encephalitis_in_eastern_Panama,millerma@si.edu,si,-77.9406670,8.3611670,NA,6,Navia-Gine2013,Culex_(Melanoconion)_sp.,1,1,wild,Oecomys_sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
29.09.2020,Mosquito-host_interactions_during_and_after_an_outbreak_of_equine_viral_encephalitis_in_eastern_Panama,millerma@si.edu,si,-77.9406670,8.3611670,NA,6,Navia-Gine2013,Culex_coronator,1,1,wild,Bos_taurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
29.09.2020,Mosquito-host_interactions_during_and_after_an_outbreak_of_equine_viral_encephalitis_in_eastern_Panama,millerma@si.edu,si,-77.9406670,8.3611670,NA,6,Navia-Gine2013,Culex_nigripalpus,2,9,wild,Equus_caballus,Gallus_gallus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
29.09.2020,Mosquito-host_interactions_during_and_after_an_outbreak_of_equine_viral_encephalitis_in_eastern_Panama,millerma@si.edu,si,-77.9406670,8.3611670,NA,6,Navia-Gine2013,Mansonia_indubitans,4,13,wild,Sus_scrofa,Equus_caballus,Bos_taurus,Gallus_gallus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0
29.09.2020,Mosquito-host_interactions_during_and_after_an_outbreak_of_equine_viral_encephalitis_in_eastern_Panama,millerma@si.edu,si,-77.9406670,8.3611670,NA,6,Navia-Gine2013,Mansonia_titillans,5,7,wild,Sus_scrofa,Gallus_gallus,Bos_taurus,Cochlearius_cochlearius,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,0
29.09.2020,Mosquito-host_interactions_during_and_after_an_outbreak_of_equine_viral_encephalitis_in_eastern_Panama,millerma@si.edu,si,-77.9406670,8.3611670,NA,6,Navia-Gine2013,Psorophora_cingulata,7,84,wild,Sus_scrofa,Equus_caballus,Bos_taurus,Canis_lupus_familiaris,Homo_sapiens,Dasypus_novemcinctus,Ortalis_cinereiceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0
29.09.2020,Mosquito-host_interactions_during_and_after_an_outbreak_of_equine_viral_encephalitis_in_eastern_Panama,millerma@si.edu,si,-77.9406670,8.3611670,NA,6,Navia-Gine2013,Psorophora_ferox,2,4,wild,Sus_scrofa,Gallus_gallus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
29.09.2020,High_rate_of_non-human_feeding_by_aedes_aegypti_reduces_zika_virus_transmission_in_South_Texas,ghamer@tamu.edu,si,-97.8300890,26.1589340,NA,7,Olson2020,Aedes_aegypti,7,186,disturbed,Canis_lupus_familiaris,Homo_sapiens_sapiens,Felis_catus,Gallus_gallus_domesticus,Sus_scrofa_domesticus,Ovis_aries,Didelphis_virginiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0
29.09.2020,High_rate_of_non-human_feeding_by_aedes_aegypti_reduces_zika_virus_transmission_in_South_Texas,ghamer@tamu.edu,si,-97.8300890,26.1589340,NA,7,Olson2020,Culex_quinquefasciatus,11,123,disturbed,Gallus_gallus_domesticus,Canis_lupus_familiaris,Passer_domesticus,Homo_sapiens_sapiens,Felis_catus,Sus_scrofa,Tyrannus_verticalis,Ortalis_vetula,Toxostoma_curvirostre,Mimus_polyglottos,Columba_livia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,0
29.09.2020,Host_selection_of_Aedes_aegypti_and_Culex_quinquefasciatus_females_in_a_semi-desert_environment_in_Northern_Mexico,fjimenez@uacj.mx,no,-106.5559240,31.7748930,NA,8,Juache-Villagrana2020,Aedes_aegypti,4,15,disturbed,Canis_lupus_familiaris,Homo_sapiens_sapiens,Felis_catus,Gallus_gallus_domesticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0
29.09.2020,Host_selection_of_Aedes_aegypti_and_Culex_quinquefasciatus_females_in_a_semi-desert_environment_in_Northern_Mexico,fjimenez@uacj.mx,no,-106.5559240,31.7748930,NA,8,Juache-Villagrana2020,Culex_quinquefasciatus,9,58,disturbed,Canis_lupus_familiaris,Homo_sapiens_sapiens,Felis_catus,Gallus_gallus_domesticus,Sus_scrofa_domesticus,Ovis_aries,Anas_platyrhynchos_domesticus,Oryctolagus_cuniculus_domesticus,Meleagris_gallopavo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0,0
29.09.2020,Intensive_trapping_of_blood-fed_Anopheles_darlingi_in_Amazonian_Peru_reveals_unexpectedly_high_proportions_of_avian_blood-meals,mmorenoleirana@ucsd.edu,si,-73.3269190,-3.7431810,NA,9,Moreno2017,Anopheles_darlingi,6,3214,disturbed,Homo_sapiens_sapiens,Rattus_norvergicus,Galliformes,Canis_lupus_familiaris,Capra_aegagrus_hircus,Sus_scrofa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,Intensive_trapping_of_blood-fed_Anopheles_darlingi_in_Amazonian_Peru_reveals_unexpectedly_high_proportions_of_avian_blood-meals,mmorenoleirana@ucsd.edu,si,-74.2152610,-4.1989110,NA,9,Moreno2017,Anopheles_darlingi,6,474,wild,Homo_sapiens_sapiens,"Rattus_norvergicus,",Galliformes,Canis_lupus_familiaris,Sus_scrofa,monkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,Intensive_trapping_of_blood-fed_Anopheles_darlingi_in_Amazonian_Peru_reveals_unexpectedly_high_proportions_of_avian_blood-meals,mmorenoleirana@ucsd.edu,si,-73.4878330,-4.2303500,NA,9,Moreno2017,Anopheles_darlingi,5,729,disturbed,Homo_sapiens_sapiens,Rattus_norvergicus,Galliformes,Canis_lupus_familiaris,Sus_scrofa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-48.7917000,-20.9344000,NA,10,Mucci2015,Aedes_fulvus,3,1,disturbed,primate,bird,Bos_taurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.3683000,-21.5212000,NA,10,Mucci2015,Aedes_scapularis,2,3,disturbed,primate,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
